timestamp,position_lat,position_long,distance,enhanced_altitude,altitude,enhanced_speed,speed,heart_rate,cadence,fractional_cadence,temperature
2020-02-28 11:19:41-06:00,34.05071762390435,-118.54079528711736,0.00481,107.39999999999998,3037,17.7012,17701.2,69,,,24
2020-02-28 11:19:42-06:00,34.050699435174465,-118.54073552414775,0.01068,107.39999999999998,3037,19.987199999999998,19987.2,72,,,24
2020-02-28 11:19:44-06:00,34.05066448263824,-118.54059303179383,0.02441,107.20000000000005,3036,24.6564,24656.4,75,,,24
2020-02-28 11:19:45-06:00,34.05065174214542,-118.540511559695,0.032049999999999995,107.0,3035,26.37,26370.0,79,,,24
2020-02-28 11:19:46-06:00,34.0506390016526,-118.54042497463524,0.04015,106.79999999999995,3034,28.0152,28015.2,81,,,24
2020-02-28 11:19:47-06:00,34.05062089674175,-118.54033704847097,0.04851,106.60000000000002,3033,29.4588,29458.8,70,,,24
2020-02-28 11:19:48-06:00,34.05060128308833,-118.5402250662446,0.05908,106.0,3030,31.374,31374.0,68,,,24
2020-02-28 11:19:49-06:00,34.050578735768795,-118.540149461478,0.06645000000000001,105.79999999999995,3029,31.4424,31442.4,67,,,24
2020-02-28 11:19:50-06:00,34.050527438521385,-118.54006396606565,0.07612999999999999,105.0,3025,33.624,33624.0,67,,,24
2020-02-28 11:19:51-06:00,34.05046281404793,-118.53999976068735,0.0854,104.60000000000002,3023,34.7652,34765.200000000004,68,,,24
2020-02-28 11:19:52-06:00,34.050372038036585,-118.53996187448502,0.09604,104.0,3020,43.7688,43768.8,69,,,24
2020-02-28 11:19:53-06:00,34.05027153901756,-118.53995190002024,0.10719,103.60000000000002,3018,43.7688,43768.8,71,,,24
2020-02-28 11:19:54-06:00,34.050175147131085,-118.53996966965497,0.11796,102.79999999999995,3014,38.4948,38494.8,69,,,24
2020-02-28 11:19:55-06:00,34.05008411966264,-118.5400073044002,0.12863999999999998,102.0,3010,37.519200000000005,37519.200000000004,70,,,24
2020-02-28 11:19:56-06:00,34.04999166727066,-118.54004343040287,0.13942,101.39999999999998,3007,36.648,36648.0,69,,,24
2020-02-28 11:19:57-06:00,34.04990709386766,-118.54007167741656,0.14912,100.20000000000005,3001,35.9424,35942.4,66,,,24
